trade_date,open,high,low,close,volume,RSI_14,MACD_DIF,MACD_DEA,MACD_HIST,BB_UP,BB_MID,BB_LOW,BB_BW,BB_PCTB,ATR_14
20260430,446.5,449.5,436.0,436.0,298120.94,57.32,13.452,14.0063,-1.1087,468.74,421.17,373.6,22.5896,65.588,15.3854
20260506,457.5,465.88,448.63,460.0,473727.18,64.37,14.6453,14.1341,1.0224,473.32,424.42,375.52,23.0444,86.3779,16.4208
20260507,468.75,468.75,447.0,451.64,386212.74,60.61,14.7465,14.2566,0.9798,473.67,427.98,382.28,21.3531,75.8923,16.8014
20260508,449.0,455.5,436.2,437.0,366048.51,54.61,13.4898,14.1032,-1.2268,470.35,430.9,391.44,18.3142,57.7355,16.9799
20260511,440.0,450.51,435.1,446.11,341901.01,57.43,13.0783,13.8982,-1.6399,467.53,433.94,400.35,15.481,68.1191,16.8678
20260512,446.59,446.85,429.29,431.25,341514.97,51.77,11.4214,13.4029,-3.963,460.4,436.3,412.21,11.0451,39.5165,16.9172
20260513,431.01,436.58,427.08,434.05,316858.23,52.72,10.2164,12.7656,-5.0983,458.14,437.53,416.91,9.4237,41.5707,16.3874
20260514,449.38,450.45,427.0,427.0,347046.14,50.06,8.5936,11.9312,-6.6752,457.52,437.85,418.17,8.9876,22.4322,16.8919
20260515,428.08,431.5,421.0,423.6,297048.93,48.78,6.9529,10.9355,-7.9652,457.58,437.82,418.06,9.0249,14.0081,16.4353
20260518,420.58,422.9,414.0,417.23,284983.47,46.39,5.0802,9.7644,-9.3686,458.46,437.47,416.47,9.5991,1.8118,15.9471
20260519,415.86,419.9,406.8,417.92,260876.68,46.69,3.61,8.5336,-9.8471,458.22,436.01,413.8,10.1887,9.272,15.7437
20260520,417.0,422.99,412.66,414.75,281190.31,45.41,2.1642,7.2597,-10.191,459.02,434.88,410.74,11.1025,8.301,15.357
20260521,419.87,427.62,411.42,411.63,338671.72,44.13,0.7579,5.9593,-10.4029,460.2,434.17,408.15,11.9877,6.6857,15.4172
20260522,414.7,416.5,410.0,411.16,277883.81,43.93,-0.3901,4.6894,-10.159,459.5,432.35,405.21,12.5566,10.9642,14.7803
20260525,411.28,414.5,400.0,402.88,381977.1,40.44,-1.9455,3.3625,-10.616,460.75,430.68,400.6,13.9664,3.785,14.7603
20260526,406.19,408.77,400.36,402.5,350627.03,40.28,-3.1723,2.0555,-10.4557,461.16,428.86,396.56,15.0648,9.2016,14.3067
20260527,413.92,428.9,411.29,414.8,533728.88,47.45,-3.1162,1.0212,-8.2746,459.31,427.35,395.39,14.9569,30.3602,15.1705
20260528,420.0,420.58,406.2,415.68,327771.49,47.93,-2.9664,0.2236,-6.3802,458.55,426.39,394.23,15.0848,33.3436,15.114
20260529,423.0,430.86,416.55,424.0,498118.91,52.38,-2.1516,-0.2514,-3.8004,458.38,426.21,394.04,15.0965,46.5653,15.1187
20260601,432.1,438.24,418.18,420.1,386004.52,50.21,-1.7998,-0.5611,-2.4775,455.98,424.96,393.95,14.5971,42.1573,15.4717
20260602,425.0,437.75,423.0,433.89,387981.6,56.98,-0.4036,-0.5296,0.2519,455.73,424.86,393.99,14.5329,64.6256,15.6273
20260603,437.0,437.0,420.1,426.42,385526.08,52.79,0.099,-0.4039,1.0057,449.29,423.18,397.07,12.3402,56.2034,15.7182
20260604,426.42,426.9,407.18,408.2,431154.62,44.25,-0.9619,-0.5155,-0.8928,444.22,421.01,397.8,11.0252,22.4056,16.004
20260605,407.89,412.65,402.7,403.0,287389.3,42.16,-2.1968,-0.8518,-2.6902,442.57,419.31,396.05,11.0932,14.9391,15.5716
20260608,395.8,402.68,390.7,393.02,286526.36,38.4,-3.9355,-1.4685,-4.934,439.14,416.65,394.17,10.7924,-2.5588,15.3379
20260609,399.99,401.87,388.0,399.5,277351.47,42.01,-4.7359,-2.122,-5.2279,437.69,415.07,392.44,10.9029,15.6022,15.2331
20260610,395.28,399.0,385.12,388.5,244357.15,37.94,-6.1866,-2.9349,-6.5033,436.51,412.79,389.06,11.4949,-1.189,15.1721
20260611,386.98,391.34,380.03,382.2,268654.47,35.8,-7.7552,-3.899,-7.7124,436.93,410.55,384.16,12.8539,-3.7202,14.8963
20260612,389.99,399.54,383.3,394.85,414208.38,42.78,-7.8866,-4.6965,-6.3803,435.64,409.11,382.59,12.9668,23.1161,15.0708
20260615,402.0,407.9,393.41,398.1,340748.82,44.45,-7.6405,-5.2853,-4.7104,434.83,408.16,381.48,13.069,31.1499,15.0293
20260616,408.88,409.02,398.5,403.53,348392.62,47.22,-6.9274,-5.6137,-2.6274,433.77,407.44,381.1,12.9277,42.5852,14.7358
20260617,400.0,403.3,395.58,399.0,250092.64,45.2,-6.6512,-5.8212,-1.6599,433.0,406.65,380.29,12.9631,35.4915,14.2511
20260618,400.39,409.89,389.92,391.55,385481.05,42.0,-6.9532,-6.0476,-1.8112,432.72,405.64,378.57,13.3506,23.9751,14.6596
20260622,393.0,413.33,386.0,408.98,594648.44,50.77,-5.7202,-5.9821,0.5238,432.54,405.54,378.53,13.3166,56.3792,15.5646
20260623,411.0,414.04,390.73,392.51,373740.94,44.0,-6.0029,-5.9863,-0.0332,432.62,405.02,377.41,13.633,27.3498,16.1179
20260624,392.0,399.27,386.66,395.36,344270.57,45.36,-5.9285,-5.9747,0.0924,432.59,404.66,376.73,13.8031,33.3508,15.8673
20260625,399.88,402.55,392.58,401.9,324046.38,48.45,-5.281,-5.836,1.1099,431.55,404.01,376.48,13.6306,46.1603,15.4461
20260626,401.0,409.81,381.0,381.0,465253.03,40.56,-6.3808,-5.945,-0.8717,431.06,402.28,373.5,14.3091,13.0307,16.4006
20260629,386.96,396.0,378.2,392.36,425259.08,45.73,-6.2635,-6.0087,-0.5097,427.89,400.7,373.51,13.5707,34.6656,16.5006
20260630,392.49,402.36,390.0,393.01,270383.46,46.02,-6.0484,-6.0166,-0.0635,425.13,399.34,373.56,12.9121,37.7162,16.2048
20260701,390.0,391.0,370.0,383.84,440885.79,42.57,-6.5424,-6.1218,-0.8413,417.76,396.84,375.92,10.5438,18.9274,16.6909
20260702,387.68,390.99,380.39,382.35,340754.35,42.02,-6.9738,-6.2922,-1.3632,411.29,394.64,377.99,8.4389,13.1026,16.2559
20260703,381.96,387.95,379.0,380.0,258849.4,41.12,-7.4197,-6.5177,-1.8041,409.82,393.23,376.64,8.4388,10.1372,15.734
